[certificateholder_id],[certificateholder_name],[crop],[license_number],[start_date_license],[end_date_license],[license_standard],[license_status],[scope],[region],[country]
RA_00064652112,ITC Limited ABD (Agri Business Division),Coffee,RALI24-029262,11/10/2024,11/9/2025,Farming & Supply Chain,Granted,,Asia and Pacific,India
RA_00174002501,Máquina Café Sul,Coffee,RALI25-035646,10/31/2024,1/30/2026,Supply Chain,Granted,Single Site,Latin America,Brazil
RA_00090652203,Walter Matter SA,Coffee,RALI24-026941,9/3/2024,9/2/2025,Supply Chain,Granted,Single Site,Europe,Switzerland
RA_00112842208,"Hebei Taigu Coffee Co., Ltd.",Coffee,RALI24-031243,9/15/2024,9/14/2025,Supply Chain,Granted,Single Site,Asia and Pacific,China
RA_00152502401,CORPORACIÓN Y COMERCIO VALLE VERDE SAC,Coffee,RALI24-025959,3/16/2024,3/15/2025,Supply Chain,Granted,Single Site,Latin America,Peru
RA_00082482202,Metcash,Coffee,RALI24-028166,9/8/2024,9/7/2025,Supply Chain,Granted,Single Site,Asia and Pacific,Australia
RA_00170142410,Greentide GmbH,Coffee,RALI24-033860,10/29/2024,1/28/2026,Supply Chain,Granted,Single Site,Europe,Austria
RA_00150732312,Zentrale Handelsgesellschaft mbH,Coffee,RALI24-031535,2/9/2025,2/8/2026,Supply Chain,Granted,Single Site,Europe,Germany
RA_00003232104,"VOLCAFE VIET NAM CO., LTD (LAM DONG BRANCH)",Coffee,RALI24-031613,11/1/2024,10/31/2025,Farming & Supply Chain,Granted,Group Of Small Farms,Asia and Pacific,Viet Nam
RA_00026282108,Sol Panamby Specialty Coffees,Coffee,RALI24-027606,9/22/2024,9/21/2025,Supply Chain,Granted,Single Site,Latin America,Brazil
RA_00163582407,"Shanghai Vela Ethan Trading Co.,Ltd.",Coffee,RALI24-030892,6/4/2024,9/3/2025,Supply Chain,Granted,Multi Site,Asia and Pacific,China
RA_00172512412,MT PHUC LAM GROUP JOINT STOCK COMPANY,Coffee,RALI24-034887,10/16/2024,1/15/2026,Supply Chain,Granted,Single Site,Asia and Pacific,Viet Nam
RA_00060912111,SALPA & CHERUBINI S.R.L.,Coffee,RALI24-027507,9/20/2024,9/19/2025,Supply Chain,Granted,Multi Site,Europe,Italy
RA_00124072212,ALDI SÜD Dienstleistungs-SE & Co. oHG,Coffee,RALI23-023935,3/9/2024,3/8/2025,Supply Chain,Granted,Single Site,Europe,Germany
RA_00106302206,United Super Market Holdings Inc.,Coffee,RALI23-021503,3/7/2024,3/6/2025,Supply Chain,Granted,Single Site,Asia and Pacific,Japan
RA_00117972210,Mokafina N.V.,Coffee,RALI24-025745,6/23/2024,6/22/2025,Supply Chain,Granted,Single Site,Europe,Belgium
RA_00078812202,IFF (Australia) Pty Ltd,Coffee,RALI24-027237,8/31/2024,8/30/2025,Supply Chain,Granted,Single Site,Asia and Pacific,Australia
RA_00046762109,CAFELIZ,Coffee,RALI24-025891,3/11/2024,3/10/2025,Supply Chain,Granted,Single Site,Asia and Pacific,Korea (the Republic of)
RA_00019062106,Asociación de Productores Agrícolas Orgánicos La Trinidad,Coffee,RALI21-001906,12/1/2022,12/1/2023,Farming,Cancelled,Group Of Small Farms,Latin America,Honduras
RA_00130652302,Exchange Trading PLC,Coffee,RALI23-024249,6/2/2024,6/1/2025,Farming,Granted,Group Of Small Farms,Africa,Ethiopia
RA_00040762109,Cofi-Com Trading Pty Limited,Coffee,RALI24-026789,8/27/2024,8/26/2025,Supply Chain,Granted,Multi Site,Asia and Pacific,Australia
RA_00170502411,ETG KCIPL Sustainability Group 2,Coffee,RALI24-034021,12/19/2024,12/18/2025,Farming,Granted,Group Of Mixed Farms,Asia and Pacific,India
RA_00043892109,Instanta Sp. z o.o.,Coffee,RALI23-023073,3/11/2024,3/10/2025,Supply Chain,Granted,Multi Site,Europe,Poland
RA_00028832108,Matthew Algie,Coffee,RALI24-027000,9/2/2024,9/1/2025,Supply Chain,Granted,Single Site,Europe,United Kingdom of Great Britain and Northern Ireland (the)
RA_00166702408,K MIKEDEM GENERAL IMPORT AND EXPORT ENTERPRISE,Coffee,RALI24-032204,12/2/2024,12/1/2025,Farming,Granted,Group Of Small Farms,Africa,Ethiopia
RA_00099102205,BAZZARA S.R.L.,Coffee,RALI24-034472,12/1/2024,11/30/2025,Supply Chain,Granted,Single Site,Europe,Italy
RA_00029992108,Industrias Marino SA de CV,Coffee,RALI24-029040,8/25/2024,8/24/2025,Supply Chain,Granted,Single Site,Latin America,Mexico
RA_00031112108,UNEX GUATEMAL S.A  Unex pequeños productores Mar Andino Acatenango,Coffee,RALI24-032173,1/2/2025,4/1/2025,Farming,Granted,Group Of Small Farms,Latin America,Guatemala
RA_00110772208,Lidl Schweiz,Coffee,RALI24-032009,2/14/2025,2/13/2026,Supply Chain,Granted,Single Site,Europe,Switzerland
RA_00027712108,"IBERICAFÉ IMPORT, S.L.",Coffee,RALI23-023565,3/31/2024,3/30/2025,Supply Chain,Granted,Single Site,Europe,Spain
RA_00023152107,NKG India Planters Group,Coffee,RALI22-012971,4/16/2023,1/14/2024,Farming,Not Granted,,Asia and Pacific,India
RA_00160452405,Fazenda Chico Rios,Coffee,RALI24-029317,8/19/2024,8/18/2025,Farming,Granted,Single Farm,Latin America,Brazil
RA_00026372108,Paragon Coffee Trading,Coffee,RALI23-024132,5/5/2024,5/4/2025,Supply Chain,Granted,Single Site,North America,United States of America (the)
RA_00026052108,"Flora, S.A._Beneficio San Miguel",Coffee,RALI24-034119,12/18/2024,12/17/2025,Supply Chain,Granted,Single Site,Latin America,Guatemala
RA_00155562403,Chiefs AG,Coffee,RALI24-027060,3/26/2024,6/25/2025,Supply Chain,Granted,Single Site,Europe,Switzerland
RA_00165202407,Aroma Cafe y Miel S.A.,Coffee,RALI24-031496,11/8/2024,11/7/2025,Supply Chain,Granted,Single Site,Latin America,Honduras
RA_00166642408,Jen Jen Hao Company,Coffee,RALI24-032154,12/11/2024,12/10/2025,Supply Chain,Granted,Single Site,Asia and Pacific,Taiwan (Province of China)
RA_00100892205,CAFEEIRA PORTA DO CÉU LTDA,Coffee,RALI24-032732,8/16/2024,8/15/2025,Supply Chain,Granted,Multi Site,Latin America,Brazil
RA_00058012111,Fazenda Santa Paulina,Coffee,RALI23-024562,5/24/2024,5/23/2025,Farming,Granted,Multi Farm,Latin America,Brazil
RA_00069182112,Rothfos Corporation,Coffee,RALI24-026389,8/12/2024,8/11/2025,Supply Chain,Granted,Single Site,North America,United States of America (the)
RA_00049982110,"Beijing Milangold Coffee Co., Ltd.",Coffee,RALI23-023942,2/10/2024,5/9/2025,Supply Chain,Granted,Single Site,Asia and Pacific,China
RA_00137152305,"YANGZHOU GOLD SKYLINE INTERNATIONAL TRADE CO.,LTD",Coffee,RALI24-027307,6/25/2024,6/24/2025,Supply Chain,Granted,Single Site,Asia and Pacific,China
RA_00171672411,COFFEEWORLD CDS,Coffee,RALI24-034488,12/16/2024,12/15/2025,Supply Chain,Granted,Single Site,Latin America,Colombia
RA_00086322203,"CAFES CARECA, S.L.",Coffee,RALI24-028120,9/28/2024,9/27/2025,Supply Chain,Granted,Single Site,Europe,Spain
RA_00097412205,MARCIO BORGES CASTRO ALVES - FAZENDA BARINAS,Coffee,RALI23-024904,6/10/2024,6/9/2025,Farming,Granted,Single Farm,Latin America,Brazil
RA_00046902109,Nestlé España S.A. (Reus),Coffee,RALI23-025026,6/15/2024,6/14/2025,Supply Chain,Granted,Single Site,Europe,Spain
RA_00048282110,BEAEKA GENERAL BUSINESS PLC,Coffee,RALI24-026939,12/1/2024,11/25/2025,Farming,Granted,Single Farm,Africa,Ethiopia
RA_00125302212,McDonalds's Mesoamérica,Coffee,RALI22-015501,5/29/2024,8/28/2025,Supply Chain,Granted,Single Site,Latin America,Guatemala
RA_00065692112,FAZENDA RESFRIADO E MORRO GRANDE - Péricles Pereira,Coffee,RALI23-024452,5/17/2024,5/16/2025,Farming,Granted,Single Farm,Latin America,Brazil
RA_00063792112,CR3-Kaffeeveredelung M. Hermsen GmbH,Coffee,RALI23-025284,4/27/2024,4/26/2025,Supply Chain,Granted,Single Site,Europe,Germany
RA_00086112203,PGS USA LLC,Coffee,RALI24-032477,12/20/2024,12/19/2025,Supply Chain,Granted,Single Site,North America,United States of America (the)
RA_00106462206,La Genovese S.a.s. di Borea Alessandro,Coffee,RALI24-030439,12/20/2024,12/19/2025,Supply Chain,Granted,Single Site,Europe,Italy
RA_00092902203,Colruyt Food Retail,Coffee,RALI22-009084,3/27/2024,6/26/2025,Supply Chain,Granted,Single Site,Europe,Belgium
RA_00028572108,HACO AG,Coffee,RALI23-025111,6/16/2024,6/15/2025,Supply Chain,Granted,Multi Site,Europe,Switzerland
RA_00158202404,ControlAgro/Triton,Coffee,RALI24-028321,8/26/2024,8/25/2025,Farming,Granted,,Latin America,Brazil
RA_00059062111,Northern Coffee Corporation Limited,Coffee,RALI23-023521,4/1/2024,3/31/2025,Farming,Granted,Multi Farm,Africa,Zambia
RA_00055762111,Café de mi tierra  S.A.,Coffee,RALI24-032747,1/1/2025,12/31/2025,Farming,Granted,Group Of Small Farms,Latin America,Guatemala
RA_00098772205,FreshFood Services Pty Ltd,Coffee,RALI24-028835,9/22/2024,9/21/2025,Supply Chain,Granted,Single Site,Asia and Pacific,Australia
RA_00102172205,"SHENZHEN HAO JUN TECHNOLOGY TRADE CO., LTD",Coffee,RALI23-025217,6/17/2024,6/16/2025,Supply Chain,Granted,Single Site,Asia and Pacific,China
RA_00038512109,SILVA COMERCIO E EXPORTACAO DE CAFE LTDA,Coffee,RALI24-025933,6/10/2024,6/9/2025,Supply Chain,Granted,Single Site,Latin America,Brazil
RA_00155722403,Olam Agrícola Ltda (Grupo Conilon II),Coffee,RALI24-027118,6/17/2024,6/16/2025,Farming,Granted,Group Of Mixed Farms,Latin America,Brazil
RA_00087912203,ECOM Agroindustrial Corp. Ltd,Coffee,RALI24-028119,8/5/2024,8/4/2025,Supply Chain,Granted,Single Site,Europe,Switzerland
RA_00159312404,J. Müller Weser GmbH & Co. KG,Coffee,RALI24-028734,11/4/2024,2/3/2026,Supply Chain,Granted,Single Site,Europe,Germany
RA_00127852301,The Coffee Source LLC,Coffee,RALI24-035250,2/14/2025,2/13/2026,Supply Chain,Granted,Single Site,North America,United States of America (the)
RA_00038552109,DOLCE COFFEE COMERCIO E EXPORTACAO DE CAFE LTDA,Coffee,RALI24-031708,12/16/2024,12/15/2025,Supply Chain,Granted,Single Site,Latin America,Brazil
RA_00170732411,Nestlé Professional Netherlands,Coffee,RALI24-034101,1/7/2025,1/6/2026,Supply Chain,Granted,Single Site,Europe,Netherlands (the)
RA_00048722110,"INTERCAFE S.A DE C,V",Coffee,RALI24-027610,4/22/2024,4/21/2025,Supply Chain,Granted,Single Site,Latin America,Mexico
RA_00088662203,TERRA FORTE EXPORTAÇÃO E IMPORTAÇÃO DE CAFÉ LTDA.,Coffee,RALI24-027189,4/26/2024,4/25/2025,Supply Chain,Granted,Multi Site,Latin America,Brazil
RA_00030272108,Condesa Pty Ltd,Coffee,RALI23-024803,3/31/2024,3/30/2025,Supply Chain,Granted,Single Site,Asia and Pacific,Australia
RA_00120372211,IMCD UK LTD,Coffee,RALI24-031888,2/15/2025,2/14/2026,Supply Chain,Granted,Single Site,Europe,United Kingdom of Great Britain and Northern Ireland (the)
RA_00020332107,"GUANGDONG SHUNDA FOOD FLAVOR&INGREDIENTS Co.,LTD",Coffee,RALI24-030639,12/23/2024,12/22/2025,Supply Chain,Granted,Multi Site,Asia and Pacific,China
RA_00162652406,Fazenda Berro d'Água Coffee LTDA,Coffee,RALI24-030402,5/8/2024,8/7/2025,Supply Chain,Granted,Single Site,Latin America,Brazil
RA_00040192109,INLOHER,Coffee,RALI24-031426,10/2/2024,10/1/2025,Farming,Granted,Group Of Small Farms,Latin America,Honduras
RA_00109492207,ALDI Einkauf SE & Co. oHG (ALDI Nord),Coffee,RALI23-025030,9/15/2024,9/14/2025,Supply Chain,Granted,Single Site,Europe,Germany
RA_00138422305,Cemo AS,Coffee,RALI24-027872,10/1/2024,9/30/2025,Supply Chain,Granted,Single Site,Europe,Norway
RA_00054672110,CAFES FINOS CORQUIN S.A (CAFICO) Grupo # 2,Coffee,RALI24-033691,12/1/2024,11/30/2025,Farming,Granted,Group Of Small Farms,Latin America,Honduras
RA_00036002109,KIGANDA LTD,Coffee,RALI23-023813,4/1/2024,3/31/2025,Farming,Granted,Single Farm,Africa,Kenya
RA_00028152108,OVM SAC,Coffee,RALI24-027304,7/13/2024,7/12/2025,Supply Chain,Granted,Single Site,Latin America,Peru
RA_00016692106,EMPRESA CAFETALERA AROMAS DEL CAFE E.I.R.L.,Coffee,RALI23-024710,5/20/2024,5/19/2025,Supply Chain,Granted,Single Site,Latin America,Peru
RA_00041322109,Molkerei Gropper GmbH & Co. KG,Coffee,RALI24-028270,9/2/2024,9/1/2025,Supply Chain,Granted,Multi Site,Europe,Germany
RA_00144802308,Beneficio San Judas Tadeo,Coffee,RALI24-029550,10/27/2024,10/26/2025,Supply Chain,Granted,Single Site,Latin America,Nicaragua
RA_00141162307,COTACOF MBEYA GROUPS,Coffee,RALI24-026943,10/1/2024,6/30/2025,Farming,Granted,Group Of Small Farms,Africa,United Republic of Tanzania
RA_00062492112,BKI foods a/s,Coffee,RALI24-033342,3/1/2025,2/28/2026,Supply Chain,Granted,Single Site,Europe,Denmark
RA_00153042401,ASOCIACION DE PRODUCTORES AGROPECUARIOS ECOLOGICOS COFFEE GUAY APAE,Coffee,RALI24-026112,4/12/2024,4/11/2025,Farming,Granted,Group Of Small Farms,Latin America,Peru
RA_00089412203,Fazenda Mutuca Trevo - João Ruiz Lourenço Filho,Coffee,RALI23-023777,4/5/2024,4/4/2025,Farming,Granted,Single Farm,Latin America,Brazil
RA_00022972107,Expocafé S.A. - Cooperativa de Caficultores de Anserma,Coffee,RALI21-002297,10/1/2021,10/1/2022,Farming,Not Granted,Group Of Small Farms,Latin America,Colombia
RA_00031132108,"CAFETALERA AQUIARES, S.A.",Coffee,RALI24-031471,10/3/2024,10/2/2025,Farming,Granted,Single Farm,Latin America,Costa Rica
RA_00159162404,"COOPERATIVE AGRICOLE TUJENGE KIVU ""CAT KIVU""",Coffee,RALI24-028666,5/13/2024,5/12/2025,Farming,Granted,Group Of Small Farms,Africa,Democratic Republic of Congo
RA_00050512110,COMPAÑÍA NACIONAL DEL CAFÉ S.A.S.,Coffee,RALI24-028042,5/17/2024,5/16/2025,Supply Chain,Granted,Single Site,Latin America,Colombia
RA_00029772108,NewCoffee GmbH & Co. oHG,Coffee,RALI24-029218,10/13/2024,10/12/2025,Supply Chain,Granted,Single Site,Europe,Germany
RA_00103292206,Fresh Food & Beverage Group AG,Coffee,RALI24-025990,6/12/2024,6/11/2025,Supply Chain,Granted,Multi Site,Europe,Switzerland
RA_00028732108,COFFEIN COMPAGNIE VIETNAM CO. LTD,Coffee,RALI24-029255,8/18/2024,8/17/2025,Supply Chain,Granted,Single Site,Asia and Pacific,Viet Nam
RA_00128212301,ITAPURA AGROPECUÁRIA LTDA,Coffee,RALI23-024872,6/3/2024,6/2/2025,Farming,Granted,Group Of Mixed Farms,Latin America,Brazil
RA_00051532110,Kopsen Tanoh Gayo Mutuah,Coffee,RALI21-005153,3/13/2023,3/13/2024,Farming,Not Granted,Group Of Small Farms,Asia and Pacific,Indonesia
RA_00119692210,PT Royal Pacific Indah International,Coffee,RALI24-030426,12/19/2024,12/18/2025,Supply Chain,Granted,Single Site,Asia and Pacific,Indonesia
RA_00024302107,Grupo Oropendula,Coffee,RALI24-031435,10/2/2024,10/1/2025,Farming,Granted,Group Of Small Farms,Latin America,Guatemala
RA_00017182106,CONG TY CO PHAN TAP DOAN MINH TIEN - MTG,Coffee,RALI24-028116,10/1/2024,9/30/2025,Farming,Granted,Group Of Small Farms,Asia and Pacific,Viet Nam
RA_00000132103,RWACOF EXPORTS LTD - South West Zone,Coffee,RALI23-023408,4/1/2024,3/31/2025,Farming & Supply Chain,Granted,Group Of Small Farms,Africa,Rwanda
RA_00043452109,CINCINNATI COFFEE COMPANY S.A.S,Coffee,RALI24-028423,10/3/2024,10/2/2025,Farming,Granted,Single Farm,Latin America,Colombia
RA_00093372203,KAFEA TERRA FOOD & DRINKS S.A.,Coffee,RALI24-029917,12/3/2024,12/2/2025,Supply Chain,Granted,Single Site,Europe,Greece
RA_00048042110,Finca Shangrila-El Tesoro,Coffee,RALI24-033399,12/17/2024,12/16/2025,Farming,Granted,Single Farm,Latin America,El Salvador
RA_00067732112,FAZENDA BELLA VISTA - Marcelo Costa Pereira,Coffee,RALI23-022603,5/10/2024,5/9/2025,Farming,Granted,Single Farm,Latin America,Brazil
RA_00164252407,FORJA IMPORTAÇÃO E EXPORTAÇÃO LTDA,Coffee,RALI24-031077,5/5/2024,8/4/2025,Supply Chain,Granted,Single Site,Latin America,Brazil
RA_00151532401,COMPAÑIA ADMINISTRADORA Y INVERSORA PACIFICO SUR SAC - PIMCOS SAC,Coffee,RALI24-025517,4/1/2024,3/31/2025,Farming,Granted,Group Of Small Farms,Latin America,Peru
RA_00005782105,Touton Uganda Ltd.,Coffee,RALI24-031636,9/1/2024,8/31/2025,Farming,Granted,Group Of Small Farms,Africa,Uganda
RA_00104252206,EXPORTADORA DE CAFES PATROCINIO LTDA,Coffee,RALI24-027655,9/15/2024,9/14/2025,Supply Chain,Granted,Single Site,Latin America,Brazil
RA_00021222107,"Fazendas Oriente, Engenho, Atraz do Morro - João Paulo Rodrigues e Outros",Coffee,RALI24-025905,7/23/2024,7/22/2025,Farming,Granted,Multi Farm,Latin America,Brazil
RA_00146182310,Change Please CIC,Coffee,RALI23-023372,3/18/2024,6/18/2025,Supply Chain,Granted,Single Site,Europe,United Kingdom of Great Britain and Northern Ireland (the)
RA_00049612110,FAzenda São Benedito do ouro verde,Coffee,RALI24-027277,6/22/2024,6/21/2025,Farming,Granted,Single Farm,Latin America,Brazil
RA_00042492109,Corporacion de Productores Cafe Peru SAC,Coffee,RALI24-026723,5/11/2024,5/10/2025,Supply Chain,Granted,Single Site,Latin America,Peru
RA_00020262107,EISA II,Coffee,RALI22-009629,8/25/2022,6/6/2023,Farming,Not Granted,Group Of Small Farms,Latin America,Brazil
RA_00062272111,"Olam Americas, LLC (Coffee)",Coffee,RALI24-030291,12/8/2024,12/7/2025,Supply Chain,Granted,Multi Site,North America,United States of America (the)
RA_00046772109,"Creation Food Co., Ltd",Coffee,RALI24-026707,7/29/2024,7/28/2025,Supply Chain,Granted,Multi Site,Asia and Pacific,Taiwan (Province of China)
RA_00103102206,ASOCIACION DE PRODUCTORES DE CAFE SAN ANDRES ASOPROSAN,Coffee,RALI24-030369,12/16/2024,12/15/2025,Farming,Granted,Group Of Small Farms,Latin America,Honduras
RA_00046082109,BIOTA COORG FARMER PRODUCER COMPANY LIMITED,Coffee,RALI24-025521,7/7/2024,7/6/2025,Farming,Granted,Group Of Mixed Farms,Asia and Pacific,India
RA_00003212104,Tin Thanh Dat Joint Stock Company,Coffee,RALI24-028360,10/15/2024,10/14/2025,Farming & Supply Chain,Granted,Group Of Small Farms,Asia and Pacific,Viet Nam
RA_00048362110,ELSA Group,Coffee,RALI24-029959,12/3/2024,12/2/2025,Supply Chain,Granted,Single Site,Europe,Switzerland
RA_00074262201,Grupo RA Volcafe,Coffee,RALI24-025785,7/16/2024,7/15/2025,Farming,Granted,Group Of Mixed Farms,Latin America,Brazil
RA_00112902208,Cremo SA,Coffee,RALI23-024656,1/22/2024,6/5/2025,Supply Chain,Granted,Multi Site,Europe,Switzerland
RA_00063452112,GARÇA ARMAZENS EIRELI EPP,Coffee,RALI24-027297,5/29/2024,5/28/2025,Supply Chain,Granted,Single Site,Latin America,Brazil
RA_00168672410,Hamburg Coffee Company,Coffee,RALI24-033084,11/14/2024,11/13/2025,Farming,Granted,Group Of Mixed Farms,Latin America,Nicaragua
RA_00162962406,Pacorini Silocaf S.r.l.,Coffee,RALI24-030546,1/20/2025,1/19/2026,Supply Chain,Granted,Multi Site,Europe,Italy
RA_00127752301,Hangal Coffee Growers Association-Promoted by Aspinwall And Company Ltd,Coffee,RALI24-033636,11/1/2024,10/31/2025,Farming,Granted,Group Of Small Farms,Asia and Pacific,India
RA_00164342407,VUI COFFEE JSC,Coffee,RALI24-031096,7/22/2024,10/21/2025,Supply Chain,Granted,Single Site,Asia and Pacific,Viet Nam
RA_00026262108,INTEGRA TRADING SAS,Coffee,RALI24-025398,7/1/2024,6/30/2025,Supply Chain,Granted,Multi Site,Latin America,Colombia
RA_00017832106,Rianza Rivera Valle y Cia LTDA,Coffee,RALI24-032819,11/2/2024,11/1/2025,Farming,Granted,Single Farm,Latin America,Nicaragua
RA_00095702204,INVERSIONES VAP EIRL,Coffee,RALI22-009364,7/15/2024,10/14/2025,Supply Chain,Granted,Single Site,Latin America,Peru
RA_00064792112,I & M. SMITH (PTY.) LTD,Coffee,RALI23-023459,4/2/2024,4/1/2025,Supply Chain,Granted,Single Site,Africa,South Africa
RA_00022332107,"PERALTACOFFEES, S.A.",Coffee,RALI23-023664,5/15/2024,5/14/2025,Supply Chain,Granted,Multi Site,Latin America,Nicaragua
RA_00032372108,Ngon Coffee Company Limited,Coffee,RALI24-030739,12/30/2024,12/29/2025,Supply Chain,Granted,Single Site,Asia and Pacific,Viet Nam
RA_00137062305,Inversiones Galdamez,Coffee,RALI24-031116,12/1/2024,11/30/2025,Farming,Granted,Group Of Small Farms,Latin America,Honduras
RA_00033522108,SUCDEN COFFEE NETHERLANDS B.V.,Coffee,RALI24-030852,1/5/2025,1/4/2026,Supply Chain,Granted,Single Site,Europe,Netherlands (the)
RA_00091872203,ALMACAFE S.A,Coffee,RALI24-027195,7/25/2024,7/24/2025,Supply Chain,Granted,Multi Site,Latin America,Colombia
RA_00021922107,SÍTIO TERRA BOA II - Claudeci Divino de Araujo e Outros,Coffee,RALI24-025789,6/1/2024,5/31/2025,Farming,Granted,Multi Farm,Latin America,Brazil
RA_00030852108,The Drury Tea & Coffee Co Ltd,Coffee,RALI24-029998,12/1/2024,11/30/2025,Supply Chain,Granted,Single Site,Europe,United Kingdom of Great Britain and Northern Ireland (the)
RA_00168482409,COFFEE SOURCES IMPORTACAO E EXPORTACAO LTDA,Coffee,RALI24-032995,7/11/2024,10/10/2025,Supply Chain,Granted,Single Site,Latin America,Brazil
RA_00040222109,Muskoka Roastery Coffee Co.,Coffee,RALI24-026636,8/19/2024,8/18/2025,Supply Chain,Granted,Multi Site,North America,Canada
RA_00037642109,ILOMBA BEST AMCOS,Coffee,RALI24-032237,12/1/2024,8/31/2025,Farming,Granted,Group Of Small Farms,Africa,United Republic of Tanzania
RA_00040942109,Riccoffee (UK) Limited,Coffee,RALI24-031083,1/12/2025,1/11/2026,Supply Chain,Granted,Single Site,Europe,United Kingdom of Great Britain and Northern Ireland (the)
RA_00062722112,"JASAL, S.A.  DE C.V.",Coffee,RALI23-023424,4/2/2024,4/1/2025,Supply Chain,Granted,Single Site,Latin America,El Salvador
RA_00038522109,FAZENDA HARMONIA - RENEE VAN DER GOOT,Coffee,RALI23-024077,5/6/2024,5/5/2025,Farming,Granted,Single Farm,Latin America,Brazil
RA_00024752108,Empresa Asociativa Campesina de Producción Bella Vista (EACP Bella Vista),Coffee,RALI24-030362,12/17/2024,12/16/2025,Farming,Granted,Group Of Small Farms,Latin America,Honduras
RA_00125622212,KOPERASI PRODUSEN MALINDO UTAMA GAYO,Coffee,RALI24-026678,7/1/2024,6/30/2025,Farming,Granted,Group Of Small Farms,Asia and Pacific,Indonesia
RA_00018212106,Unex Granos Empacados,Coffee,RALI24-032175,1/3/2025,4/2/2025,Farming,Granted,Group Of Small Farms,Latin America,Guatemala
RA_00166572408,Beneficio Santa Lucila,Coffee,RALI24-032100,1/1/2025,12/31/2025,Supply Chain,Granted,Single Site,Latin America,Nicaragua
RA_00011122105,Finca Montesol,Coffee,RALI24-028944,10/3/2024,10/2/2025,Farming,Granted,Single Farm,Latin America,Nicaragua
RA_00039242109,"Hawaii Coffee Company, LLC",Coffee,RALI24-026733,8/21/2024,8/20/2025,Supply Chain,Granted,Single Site,North America,United States of America (the)
RA_00076612201,FAZENDA NOVA COLÔNIA,Coffee,RALI23-024841,6/7/2024,6/6/2025,Farming,Granted,Multi Farm,Latin America,Brazil
RA_00027912108,"Asociación De productores Cafetaleros Corquinenses ""APROCCOR""",Coffee,RALI24-029707,11/18/2024,11/17/2025,Farming,Granted,Group Of Small Farms,Latin America,Honduras
RA_00163272406,ALVES COFFEE ARMAZENS GERAIS LTDA,Coffee,RALI24-030659,11/1/2024,10/31/2025,Supply Chain,Granted,Single Site,Latin America,Brazil
RA_00083502202,Fazenda São Bernardo - TRIVOR S/A,Coffee,RALI24-029416,6/7/2024,6/6/2025,Farming,Granted,Single Farm,Latin America,Brazil
RA_00089732203,AMICORUM HOLDING GROUP,Coffee,RALI24-026693,4/19/2024,4/18/2025,Supply Chain,Granted,Single Site,Latin America,Peru
RA_00048462110,VERWERKAF SPA,Coffee,RALI23-025061,5/30/2024,5/29/2025,Supply Chain,Granted,Single Site,Europe,Italy
RA_00123022211,ALKAFF SRL,Coffee,RALI24-026010,7/12/2024,7/11/2025,Supply Chain,Granted,Single Site,Europe,Italy
RA_00121962211,LA SANTE TORREFAÇÃO DE CAFÉ LTDA,Coffee,RALI24-031729,9/14/2024,9/13/2025,Supply Chain,Granted,Single Site,Latin America,Brazil
RA_00072022201,Kahls Kaffe Ab,Coffee,RALI23-024700,4/26/2024,4/25/2025,Supply Chain,Granted,Single Site,Europe,Sweden
RA_00113932208,Agrana Fruit Austria GmbH,Coffee,RALI24-031849,2/8/2025,2/7/2026,Supply Chain,Granted,Single Site,Europe,Austria
RA_00088452203,SAQUELLA 1856 SRL,Coffee,RALI22-008639,11/25/2024,11/24/2025,Supply Chain,Granted,Single Site,Europe,Italy
RA_00033062108,Procaffè Spa,Coffee,RALI24-028209,9/29/2024,9/28/2025,Supply Chain,Granted,Single Site,Europe,Italy
RA_00074132201,Ahold Delhaize Coffee Company,Coffee,RALI22-010313,6/3/2024,6/2/2025,Supply Chain,Granted,Single Site,Europe,Netherlands (the)
RA_00108532207,FAICAL COFFEE S.A.C,Coffee,RALI24-030511,11/29/2024,11/28/2025,Supply Chain,Granted,Single Site,Latin America,Peru
RA_00165152407,COOPERATIVA AGRICOLA CARDINAL-GRUPO DE PRODUCTORES,Coffee,RALI24-031463,11/18/2024,11/17/2025,Farming,Granted,Group Of Small Farms,Latin America,Colombia
RA_00052092110,Nestle United States,Coffee,RALI24-025545,4/14/2024,4/13/2025,Supply Chain,Granted,Multi Site,North America,United States of America (the)
RA_00096982204,ESpresso Robusta Cafés LTDA,Coffee,RALI24-028827,8/19/2024,8/18/2025,Supply Chain,Granted,Single Site,Latin America,Brazil
RA_00165932408,Velvy Coffeee,Coffee,RALI24-031835,6/17/2024,9/16/2025,Supply Chain,Granted,Single Site,Latin America,Brazil
RA_00021402107,Cooperativa Cafetalera Siguatepeque Limitada (COHORSIL),Coffee,RALI21-002140,10/15/2021,10/15/2022,Farming,Not Granted,Group Of Small Farms,Latin America,Honduras
RA_00051362110,fincas Agrovarsovia,Coffee,RALI23-023509,3/2/2024,6/2/2025,Farming,Granted,Group Of Small Farms,Latin America,Colombia
RA_00001362104,Cooperativa agraria coopagro Ltda,Coffee,RALI22-014507,5/1/2024,4/30/2025,Farming,Granted,Group Of Small Farms,Latin America,Peru
RA_00058282111,COOPERATIVA AGRARIA AMOJU,Coffee,RALI22-015343,6/2/2024,7/1/2025,Farming,Granted,Group Of Small Farms,Latin America,Peru
